Probe	Ensembl	chromosome_name
9267	ENSG00000108669	17
5717	ENSG00000108671	17
3959	ENSG00000108679	17
40	ENSG00000108684	17
6354	ENSG00000108688	17
6347	ENSG00000108691	17
6355	ENSG00000108700	17
6346	ENSG00000108702	17
5193	ENSG00000108733	17
3882	ENSG00000108759	17
79132	ENSG00000108771	17
2648	ENSG00000108773	17
5878	ENSG00000108774	17
4669	ENSG00000108784	17
3292	ENSG00000108786	17
6945	ENSG00000108788	17
8506	ENSG00000108797	17
51225	ENSG00000108798	17
2145	ENSG00000108799	17
1748	ENSG00000108813	17
84687	ENSG00000108819	17
1277	ENSG00000108821	17
6442	ENSG00000108823	17
100885850	ENSG00000108825	17
51264	ENSG00000108826	17
10493	ENSG00000108828	17
55379	ENSG00000108829	17
8153	ENSG00000108830	17
239	ENSG00000108839	17
10014	ENSG00000108840	17
8714	ENSG00000108846	17
51747	ENSG00000108848	17
5539	ENSG00000108849	17
4355	ENSG00000108852	17
64750	ENSG00000108854	17
1845	ENSG00000108861	17
786	ENSG00000108878	17
9343	ENSG00000108883	17
3131	ENSG00000108924	17
9120	ENSG00000108932	17
5573	ENSG00000108946	17
1949	ENSG00000108947	17
54757	ENSG00000108950	17
7531	ENSG00000108953	17
23531	ENSG00000108960	17
29098	ENSG00000108961	17
1801	ENSG00000108963	17
5608	ENSG00000108984	17
25979	ENSG00000109016	17
26118	ENSG00000109046	17
5957	ENSG00000109047	17
4619	ENSG00000109061	17
9368	ENSG00000109062	17
4621	ENSG00000109063	17
26151	ENSG00000109065	17
54868	ENSG00000109066	17
7448	ENSG00000109072	17
7126	ENSG00000109079	17
90410	ENSG00000109083	17
27346	ENSG00000109084	17
30850	ENSG00000109089	17
5376	ENSG00000109099	17
8456	ENSG00000109101	17
9094	ENSG00000109103	17
230	ENSG00000109107	17
6830	ENSG00000109111	17
83871	ENSG00000109113	17
57649	ENSG00000109118	17
8929	ENSG00000109132	4
55161	ENSG00000109133	4
2557	ENSG00000109158	4
2798	ENSG00000109163	4
57606	ENSG00000109171	4
54940	ENSG00000109180	4
7365	ENSG00000109181	4
80157	ENSG00000109182	4
23142	ENSG00000109184	4
64854	ENSG00000109189	4
6783	ENSG00000109193	4
54959	ENSG00000109205	4
26952	ENSG00000109208	4
26511	ENSG00000109220	4
10874	ENSG00000109255	4
57482	ENSG00000109265	4
8649	ENSG00000109270	4
5197	ENSG00000109272	4
4790	ENSG00000109320	4
374	ENSG00000109321	4
4126	ENSG00000109323	4
7323	ENSG00000109332	4
5602	ENSG00000109339	4
1998	ENSG00000109381	4
4717	ENSG00000109390	4
7350	ENSG00000109424	4
23158	ENSG00000109436	4
27309	ENSG00000109445	4
8821	ENSG00000109452	4
2549	ENSG00000109458	4
11275	ENSG00000109466	4
3558	ENSG00000109471	4
1363	ENSG00000109472	4
6164	ENSG00000109475	4
7466	ENSG00000109501	4
11199	ENSG00000109511	4
80273	ENSG00000109519	4
54433	ENSG00000109534	4
2483	ENSG00000109536	4
1182	ENSG00000109572	4
51166	ENSG00000109576	4
51809	ENSG00000109586	4
1665	ENSG00000109606	4
6649	ENSG00000109610	4
51091	ENSG00000109618	4
8532	ENSG00000109625	4
23321	ENSG00000109654	4
56606	ENSG00000109667	4
55294	ENSG00000109670	4
55247	ENSG00000109674	4
55296	ENSG00000109680	4
116449	ENSG00000109684	4
7468	ENSG00000109685	4
152503	ENSG00000109686	4
57620	ENSG00000109689	4
579	ENSG00000109705	4
10227	ENSG00000109736	4
2743	ENSG00000109738	4
683	ENSG00000109743	4
9693	ENSG00000109756	4
3083	ENSG00000109758	4
83891	ENSG00000109762	4
55805	ENSG00000109771	4
55325	ENSG00000109775	4
51274	ENSG00000109787	4
51088	ENSG00000109790	4
25854	ENSG00000109794	4
64151	ENSG00000109805	4
7358	ENSG00000109814	4
10891	ENSG00000109819	4
29118	ENSG00000109832	11
1410	ENSG00000109846	11
120237	ENSG00000109851	11
10553	ENSG00000109854	11
1075	ENSG00000109861	11
91057	ENSG00000109881	11
7704	ENSG00000109906	11
26610	ENSG00000109911	11
8882	ENSG00000109917	11
23788	ENSG00000109919	11
23360	ENSG00000109920	11
7007	ENSG00000109927	11
6309	ENSG00000109929	11
56253	ENSG00000109943	11
79864	ENSG00000109944	11
27087	ENSG00000109956	11
3312	ENSG00000109971	11
5024	ENSG00000109991	11
4013	ENSG00000110002	11
3338	ENSG00000110011	11
54414	ENSG00000110013	11
29907	ENSG00000110025	11
9404	ENSG00000110031	11
23220	ENSG00000110042	11
23130	ENSG00000110046	11
10938	ENSG00000110047	11
5007	ENSG00000110048	11
81622	ENSG00000110057	11
83480	ENSG00000110060	11
28960	ENSG00000110063	11
51111	ENSG00000110066	11
55572	ENSG00000110074	11
55291	ENSG00000110075	11
9379	ENSG00000110076	11
64231	ENSG00000110077	11
51338	ENSG00000110079	11
6484	ENSG00000110080	11
1374	ENSG00000110090	11
595	ENSG00000110092	11
79080	ENSG00000110104	11
27339	ENSG00000110107	11
79073	ENSG00000110108	11
887	ENSG00000110148	11
3263	ENSG00000110169	11
10612	ENSG00000110171	11
26973	ENSG00000110172	11
2348	ENSG00000110195	11
25906	ENSG00000110200	11
2352	ENSG00000110203	11
24145	ENSG00000110218	11
9828	ENSG00000110237	11
116519	ENSG00000110243	11
337	ENSG00000110244	11
345	ENSG00000110245	11
22897	ENSG00000110274	11
50862	ENSG00000110315	11
57562	ENSG00000110318	11
1982	ENSG00000110321	11
3587	ENSG00000110324	11
374378	ENSG00000110328	11
329	ENSG00000110330	11
9354	ENSG00000110344	11
1656	ENSG00000110367	11
7379	ENSG00000110375	11
867	ENSG00000110395	11
5818	ENSG00000110400	11
10114	ENSG00000110422	11
25758	ENSG00000110427	11
26273	ENSG00000110429	11
8050	ENSG00000110435	11
6506	ENSG00000110436	11
29099	ENSG00000110442	11
51296	ENSG00000110446	11
921	ENSG00000110448	11
84680	ENSG00000110455	11
4250	ENSG00000110484	11
4192	ENSG00000110492	11
55626	ENSG00000110497	11
8567	ENSG00000110514	11
114971	ENSG00000110536	11
79829	ENSG00000110583	11
833	ENSG00000110619	11
5002	ENSG00000110628	11
975	ENSG00000110651	11
54733	ENSG00000110660	11
29125	ENSG00000110665	11
55531	ENSG00000110675	11
796	ENSG00000110680	11
55553	ENSG00000110693	11
10944	ENSG00000110696	11
9600	ENSG00000110697	11
6207	ENSG00000110700	11
9049	ENSG00000110711	11
4928	ENSG00000110713	11
4728	ENSG00000110717	11
10312	ENSG00000110719	11
1119	ENSG00000110721	11
23086	ENSG00000110723	11
11234	ENSG00000110756	11
2965	ENSG00000110768	11
5450	ENSG00000110777	11
84867	ENSG00000110786	11
7450	ENSG00000110799	12
5715	ENSG00000110801	12
10536	ENSG00000110811	12
8496	ENSG00000110841	12
25766	ENSG00000110844	12
969	ENSG00000110848	12
11108	ENSG00000110851	12
9976	ENSG00000110852	12
84274	ENSG00000110871	12
6404	ENSG00000110876	12
23603	ENSG00000110880	12
41	ENSG00000110881	12
1610	ENSG00000110887	12
65981	ENSG00000110888	12
441631	ENSG00000110900	12
83892	ENSG00000110906	12
4891	ENSG00000110911	12
9761	ENSG00000110917	12
4598	ENSG00000110921	12
81566	ENSG00000110925	12
10645	ENSG00000110931	12
51411	ENSG00000110934	12
51561	ENSG00000110944	12
506	ENSG00000110955	12
10728	ENSG00000110958	12
341359	ENSG00000110975	12
605	ENSG00000110987	12
65117	ENSG00000111011	12
1594	ENSG00000111012	12
4618	ENSG00000111046	12
4617	ENSG00000111049	12
8825	ENSG00000111052	12
3875	ENSG00000111057	12
79611	ENSG00000111058	12
23371	ENSG00000111077	12
2735	ENSG00000111087	12
57460	ENSG00000111110	12
10988	ENSG00000111142	12
4048	ENSG00000111144	12
2004	ENSG00000111145	12
6539	ENSG00000111181	12
81029	ENSG00000111186	12
55110	ENSG00000111196	12
59341	ENSG00000111199	12
55846	ENSG00000111203	12
2305	ENSG00000111206	12
11272	ENSG00000111215	12
56341	ENSG00000111218	12
57097	ENSG00000111224	12
10094	ENSG00000111229	12
51184	ENSG00000111231	12
51699	ENSG00000111237	12
2251	ENSG00000111241	12
4633	ENSG00000111245	12
10635	ENSG00000111247	12
23316	ENSG00000111249	12
10019	ENSG00000111252	12
10566	ENSG00000111254	12
54682	ENSG00000111261	12
3736	ENSG00000111262	12
80824	ENSG00000111266	12
1389	ENSG00000111269	12
80724	ENSG00000111271	12
217	ENSG00000111275	12
1027	ENSG00000111276	12
55507	ENSG00000111291	12
80018	ENSG00000111300	12
83445	ENSG00000111305	12
6337	ENSG00000111319	12
4055	ENSG00000111321	12
79676	ENSG00000111325	12
8099	ENSG00000111328	12
4940	ENSG00000111331	12
4939	ENSG00000111335	12
420	ENSG00000111339	12
4256	ENSG00000111341	12
8437	ENSG00000111344	12
397	ENSG00000111348	12
2967	ENSG00000111358	12
1967	ENSG00000111361	12
57696	ENSG00000111364	12
81539	ENSG00000111371	12
79785	ENSG00000111404	12
8909	ENSG00000111405	12
79794	ENSG00000111412	12
7421	ENSG00000111424	12
11211	ENSG00000111432	12
5985	ENSG00000111445	12
2054	ENSG00000111450	12
283383	ENSG00000111452	12
22818	ENSG00000111481	12
23329	ENSG00000111490	12
55832	ENSG00000111530	12
55801	ENSG00000111536	12
3458	ENSG00000111537	12
5869	ENSG00000111540	12
56890	ENSG00000111554	12
57122	ENSG00000111581	12
4848	ENSG00000111596	12
8914	ENSG00000111602	12
11052	ENSG00000111605	12
11103	ENSG00000111615	12
51258	ENSG00000111639	12
2597	ENSG00000111640	12
4839	ENSG00000111641	12
1108	ENSG00000111642	12
84519	ENSG00000111644	12
23074	ENSG00000111647	12
50813	ENSG00000111652	12
51147	ENSG00000111653	12
2784	ENSG00000111664	12
83461	ENSG00000111665	12
56994	ENSG00000111666	12
8078	ENSG00000111667	12
7167	ENSG00000111669	12
79158	ENSG00000111670	12
84727	ENSG00000111671	12
2026	ENSG00000111674	12
1822	ENSG00000111676	12
113246	ENSG00000111678	12
5777	ENSG00000111679	12
10162	ENSG00000111684	12
51559	ENSG00000111696	12
28234	ENSG00000111700	12
339	ENSG00000111701	12
79923	ENSG00000111704	12
64426	ENSG00000111707	12
51026	ENSG00000111711	12
2998	ENSG00000111713	12
3945	ENSG00000111716	12
5564	ENSG00000111725	12
55907	ENSG00000111726	12
29915	ENSG00000111727	12
6489	ENSG00000111728	12
50856	ENSG00000111729	12
9847	ENSG00000111731	12
57379	ENSG00000111732	12
11021	ENSG00000111737	12
1911	ENSG00000111752	12
1337	ENSG00000111775	12
5992	ENSG00000111783	12
55188	ENSG00000111785	12
8683	ENSG00000111786	12
26127	ENSG00000111790	12
3820	ENSG00000111796	12
1303	ENSG00000111799	6
10384	ENSG00000111801	6
51567	ENSG00000111802	6
2444	ENSG00000111816	6
29940	ENSG00000111817	6
51389	ENSG00000111832	6
345895	ENSG00000111834	6
4117	ENSG00000111837	6
51522	ENSG00000111843	6
55003	ENSG00000111845	6
2651	ENSG00000111846	6
57150	ENSG00000111850	6
4739	ENSG00000111859	6
387119	ENSG00000111860	6
84830	ENSG00000111863	6
25842	ENSG00000111875	6
254394	ENSG00000111877	6
79632	ENSG00000111879	6
8732	ENSG00000111880	6
4121	ENSG00000111885	6
2570	ENSG00000111886	6
57515	ENSG00000111897	6
51020	ENSG00000111906	6
7164	ENSG00000111907	6
135114	ENSG00000111911	6
135112	ENSG00000111912	6
9750	ENSG00000111913	6
23328	ENSG00000111961	6
10090	ENSG00000111962	6
80329	ENSG00000111981	6
26271	ENSG00000112029	6
54516	ENSG00000112031	6
5467	ENSG00000112033	6
4988	ENSG00000112038	6
2178	ENSG00000112039	6
7287	ENSG00000112041	6
116369	ENSG00000112053	6
1432	ENSG00000112062	6
6005	ENSG00000112077	6
222658	ENSG00000112078	6
11329	ENSG00000112079	6
6428	ENSG00000112081	6
29074	ENSG00000112110	6
3605	ENSG00000112115	6
112744	ENSG00000112116	6
4172	ENSG00000112118	6
9025	ENSG00000112130	6
221692	ENSG00000112137	6
266727	ENSG00000112139	6
22858	ENSG00000112144	6
26268	ENSG00000112146	6
9308	ENSG00000112149	6
23195	ENSG00000112159	6
2740	ENSG00000112164	6
55776	ENSG00000112167	6
653	ENSG00000112175	6
60468	ENSG00000112182	6
221662	ENSG00000112183	6
10486	ENSG00000112186	6
79865	ENSG00000112195	6
26036	ENSG00000112200	6
9532	ENSG00000112208	6
51715	ENSG00000112210	6
222642	ENSG00000112212	6
9457	ENSG00000112214	6
81491	ENSG00000112218	6
202559	ENSG00000112232	6
26235	ENSG00000112234	6
892	ENSG00000112237	6
59336	ENSG00000112238	6
1871	ENSG00000112242	6
7803	ENSG00000112245	6
6492	ENSG00000112246	6
10973	ENSG00000112249	6
154150	ENSG00000112273	6
11149	ENSG00000112276	6
1297	ENSG00000112280	6
9439	ENSG00000112282	6
8936	ENSG00000112290	6
2822	ENSG00000112293	6
7915	ENSG00000112294	6
202	ENSG00000112297	6
8876	ENSG00000112299	6
8875	ENSG00000112303	6
55856	ENSG00000112304	6
60682	ENSG00000112305	6
6206	ENSG00000112306	6
81688	ENSG00000112308	6
135152	ENSG00000112309	6
51053	ENSG00000112312	6
2070	ENSG00000112319	6
55084	ENSG00000112320	6
7101	ENSG00000112333	6
8724	ENSG00000112335	6
10246	ENSG00000112337	6
10767	ENSG00000112339	6
10475	ENSG00000112343	6
5191	ENSG00000112357	6
9841	ENSG00000112365	6
9896	ENSG00000112367	6
64065	ENSG00000112378	6
57221	ENSG00000112379	6
117247	ENSG00000112394	6
51696	ENSG00000112406	6
57211	ENSG00000112414	6
9749	ENSG00000112419	6
7957	ENSG00000112425	6
81797	ENSG00000112462	6
7922	ENSG00000112473	6
1235	ENSG00000112486	6
54346	ENSG00000112494	6
6582	ENSG00000112499	6
5252	ENSG00000112511	6
51596	ENSG00000112514	6
135138	ENSG00000112530	6
9444	ENSG00000112531	6
168090	ENSG00000112539	6
90632	ENSG00000112541	6
4188	ENSG00000112559	6
7942	ENSG00000112561	6
64094	ENSG00000112562	6
896	ENSG00000112576	6
705	ENSG00000112578	6
84498	ENSG00000112584	6
6908	ENSG00000112592	6
2979	ENSG00000112599	6
5961	ENSG00000112619	6
23506	ENSG00000112624	6
5528	ENSG00000112640	6
51069	ENSG00000112651	6
5754	ENSG00000112655	6
6722	ENSG00000112658	6
23113	ENSG00000112659	6
10591	ENSG00000112667	6
56940	ENSG00000112679	6
55770	ENSG00000112685	6
1347	ENSG00000112695	6
55754	ENSG00000112697	6
2762	ENSG00000112699	6
26054	ENSG00000112701	6
3617	ENSG00000112706	6
7422	ENSG00000112715	6
8899	ENSG00000112739	6
7272	ENSG00000112742	6
2030	ENSG00000112759	6
8838	ENSG00000112761	6
11120	ENSG00000112763	6
3910	ENSG00000112769	6
55603	ENSG00000112773	6
53405	ENSG00000112782	6
57666	ENSG00000112787	12
59084	ENSG00000112796	6
9450	ENSG00000112799	6
10279	ENSG00000112812	6
4224	ENSG00000112818	6
9096	ENSG00000112837	6
55914	ENSG00000112851	5
56133	ENSG00000112852	5
23438	ENSG00000112855	5
83594	ENSG00000112874	5
55722	ENSG00000112877	5
4124	ENSG00000112893	5
9037	ENSG00000112902	5
730	ENSG00000112936	5
11044	ENSG00000112941	5
2690	ENSG00000112964	5
3157	ENSG00000112972	5
1611	ENSG00000112977	5
8382	ENSG00000112981	5
10902	ENSG00000112983	5
10112	ENSG00000112984	5
23530	ENSG00000112992	5
10884	ENSG00000112996	5
3313	ENSG00000113013	5
23107	ENSG00000113048	5
5201	ENSG00000113068	5
1839	ENSG00000113070	5
83697	ENSG00000113073	5
4015	ENSG00000113083	5
3003	ENSG00000113088	5
1007	ENSG00000113100	5
10307	ENSG00000113108	5
55374	ENSG00000113119	5
6678	ENSG00000113140	5
3550	ENSG00000113141	5
3156	ENSG00000113161	5
10087	ENSG00000113163	5
23197	ENSG00000113194	5
9421	ENSG00000113196	5
56132	ENSG00000113205	5
26167	ENSG00000113209	5
56130	ENSG00000113211	5
56129	ENSG00000113212	5
8622	ENSG00000113231	5
57396	ENSG00000113240	5
56121	ENSG00000113248	5
26762	ENSG00000113249	5
2916	ENSG00000113262	5
3702	ENSG00000113263	5
55819	ENSG00000113269	5
54974	ENSG00000113272	5
411	ENSG00000113273	5
9685	ENSG00000113282	5
7060	ENSG00000113296	5
57472	ENSG00000113300	5
3593	ENSG00000113302	5
79908	ENSG00000113303	5
7265	ENSG00000113312	5
4437	ENSG00000113318	5
5924	ENSG00000113319	5
2566	ENSG00000113327	5
900	ENSG00000113328	5
10622	ENSG00000113356	5
29102	ENSG00000113360	5
1004	ENSG00000113361	5
4001	ENSG00000113368	5
57561	ENSG00000113369	5
64083	ENSG00000113384	5
10923	ENSG00000113387	5
4883	ENSG00000113389	5
83989	ENSG00000113391	5
28965	ENSG00000113396	5
6897	ENSG00000113407	5
50805	ENSG00000113430	5
4012	ENSG00000113441	5
5144	ENSG00000113448	5
5810	ENSG00000113456	5
55299	ENSG00000113460	5
64902	ENSG00000113492	5
5618	ENSG00000113494	5
10723	ENSG00000113504	5
3565	ENSG00000113520	5
10111	ENSG00000113522	5
3567	ENSG00000113525	5
7903	ENSG00000113532	5
10007	ENSG00000113552	5
51294	ENSG00000113555	5
6500	ENSG00000113558	5
9631	ENSG00000113569	5
5515	ENSG00000113575	5
2246	ENSG00000113578	5
2908	ENSG00000113580	5
56951	ENSG00000113583	5
23398	ENSG00000113593	5
3977	ENSG00000113594	5
373	ENSG00000113595	5
80006	ENSG00000113597	5
735	ENSG00000113600	5
10802	ENSG00000113615	5
79770	ENSG00000113621	5
23548	ENSG00000113638	5
5917	ENSG00000113643	5
23286	ENSG00000113645	5
9555	ENSG00000113648	5
10915	ENSG00000113649	5
1809	ENSG00000113657	5
4090	ENSG00000113658	5
1452	ENSG00000113712	5
22993	ENSG00000113716	5
57222	ENSG00000113719	5
5159	ENSG00000113721	5
1044	ENSG00000113722	5
8992	ENSG00000113732	5
662	ENSG00000113734	5
8614	ENSG00000113739	5
80315	ENSG00000113742	5
3274	ENSG00000113749	5
1627	ENSG00000113758	5
23567	ENSG00000113761	5
90249	ENSG00000113763	5
1962	ENSG00000113790	3
5067	ENSG00000113805	3
10051	ENSG00000113810	3
58515	ENSG00000113811	3
93973	ENSG00000113812	3
55171	ENSG00000113838	3
51300	ENSG00000113845	3
51185	ENSG00000113851	3
3827	ENSG00000113889	3
3273	ENSG00000113905	3
604	ENSG00000113916	3
3081	ENSG00000113924	3
10686	ENSG00000113946	3
84100	ENSG00000113966	3
27031	ENSG00000113971	3
942	ENSG00000114013	3
51421	ENSG00000114019	3
56954	ENSG00000114021	3
26355	ENSG00000114023	3
4968	ENSG00000114026	3
3836	ENSG00000114030	3
5096	ENSG00000114054	3
7337	ENSG00000114062	15
25852	ENSG00000114098	3
80321	ENSG00000114107	3
5948	ENSG00000114113	3
5947	ENSG00000114115	3
55186	ENSG00000114120	3
131890	ENSG00000114124	3
9616	ENSG00000114125	3
7029	ENSG00000114126	3
54464	ENSG00000114127	3
8850	ENSG00000114166	3
590	ENSG00000114200	3
5276	ENSG00000114204	3
11235	ENSG00000114209	3
79782	ENSG00000114248	3
7474	ENSG00000114251	3
5210	ENSG00000114268	3
1294	ENSG00000114270	3
2257	ENSG00000114279	3
5576	ENSG00000114302	3
3280	ENSG00000114315	3
7375	ENSG00000114316	3
23527	ENSG00000114331	3
1894	ENSG00000114346	3
2779	ENSG00000114349	3
2771	ENSG00000114353	3
10342	ENSG00000114354	3
8287	ENSG00000114374	Y
3373	ENSG00000114378	3
11334	ENSG00000114383	3
10641	ENSG00000114388	3
6152	ENSG00000114391	3
11068	ENSG00000114395	3
57415	ENSG00000114405	3
8087	ENSG00000114416	3
868	ENSG00000114423	3
56987	ENSG00000114439	3
55081	ENSG00000114446	3
59345	ENSG00000114450	3
11148	ENSG00000114455	3
84223	ENSG00000114473	3
2632	ENSG00000114480	3
27136	ENSG00000114487	3
7372	ENSG00000114491	3
22916	ENSG00000114503	3
8723	ENSG00000114520	3
79669	ENSG00000114529	3
23150	ENSG00000114541	3
54946	ENSG00000114544	3
152015	ENSG00000114547	3
5361	ENSG00000114554	3
523	ENSG00000114573	3
80325	ENSG00000114626	3
50512	ENSG00000114631	3
7348	ENSG00000114638	3
10675	ENSG00000114646	3
23276	ENSG00000114648	3
22937	ENSG00000114650	3
79825	ENSG00000114654	3
57501	ENSG00000114656	3
79858	ENSG00000114670	3
11222	ENSG00000114686	3
57088	ENSG00000114698	3
51409	ENSG00000114735	3
1154	ENSG00000114737	3
7867	ENSG00000114738	3
93	ENSG00000114739	3
57599	ENSG00000114742	3
51122	ENSG00000114744	3
64689	ENSG00000114745	3
51555	ENSG00000114757	3
9136	ENSG00000114767	3
10057	ENSG00000114770	3
13	ENSG00000114771	3
84836	ENSG00000114779	3
10289	ENSG00000114784	3
100526760	ENSG00000114786	3
26084	ENSG00000114790	3
54800	ENSG00000114796	3
23007	ENSG00000114805	3
7433	ENSG00000114812	3
25981	ENSG00000114841	3
6747	ENSG00000114850	3
92999	ENSG00000114853	3
7134	ENSG00000114854	3
4820	ENSG00000114857	3
1181	ENSG00000114859	3
27086	ENSG00000114861	3
1981	ENSG00000114867	3
28972	ENSG00000114902	3
6787	ENSG00000114904	3
6508	ENSG00000114923	2
54891	ENSG00000114933	2
1933	ENSG00000114942	2
8745	ENSG00000114948	2
1716	ENSG00000114956	2
55233	ENSG00000114978	2
55683	ENSG00000114982	2
81562	ENSG00000114988	2
6242	ENSG00000114993	2
150465	ENSG00000114999	2
3552	ENSG00000115008	2
6364	ENSG00000115009	2
200576	ENSG00000115020	2
30818	ENSG00000115041	2
51011	ENSG00000115042	2
4691	ENSG00000115053	2
10120	ENSG00000115073	2
80255	ENSG00000115084	2
7535	ENSG00000115085	2
10096	ENSG00000115091	2
55240	ENSG00000115107	2
57669	ENSG00000115109	2
29842	ENSG00000115112	2
51639	ENSG00000115128	2
9540	ENSG00000115129	2
51277	ENSG00000115137	2
5443	ENSG00000115138	2
10254	ENSG00000115145	2
9381	ENSG00000115155	2
2820	ENSG00000115159	2
1058	ENSG00000115163	2
9595	ENSG00000115165	2
90	ENSG00000115170	2
85461	ENSG00000115183	2
7781	ENSG00000115194	2
4358	ENSG00000115204	2
2976	ENSG00000115207	2
8890	ENSG00000115211	2
29959	ENSG00000115216	2
3694	ENSG00000115221	2
64838	ENSG00000115226	2
3676	ENSG00000115232	2
10213	ENSG00000115233	2
9784	ENSG00000115234	2
100302652	ENSG00000115239	2
5496	ENSG00000115241	2
5136	ENSG00000115252	2
92840	ENSG00000115255	19
54760	ENSG00000115257	19
2641	ENSG00000115263	2
10297	ENSG00000115266	19
64135	ENSG00000115267	2
6209	ENSG00000115268	19
25801	ENSG00000115271	2
83444	ENSG00000115274	2
7841	ENSG00000115275	2
64427	ENSG00000115282	2
374291	ENSG00000115286	19
84759	ENSG00000115289	2
2888	ENSG00000115290	2
79745	ENSG00000115295	2
3196	ENSG00000115297	2
6711	ENSG00000115306	2
550	ENSG00000115307	2
57142	ENSG00000115310	2
27429	ENSG00000115317	2
84695	ENSG00000115318	2
1796	ENSG00000115325	2
2591	ENSG00000115339	2
56655	ENSG00000115350	2
6869	ENSG00000115353	2
55704	ENSG00000115355	2
33	ENSG00000115361	2
84141	ENSG00000115363	2
9801	ENSG00000115364	2
10314	ENSG00000115365	2
84128	ENSG00000115368	2
2202	ENSG00000115380	2
5967	ENSG00000115386	2
55120	ENSG00000115392	2
2335	ENSG00000115414	2
6772	ENSG00000115415	2
2744	ENSG00000115419	2
64895	ENSG00000115421	2
1768	ENSG00000115423	2
55825	ENSG00000115425	2
25972	ENSG00000115446	2
3485	ENSG00000115457	2
84173	ENSG00000115459	2
3488	ENSG00000115461	2
9736	ENSG00000115464	2
80303	ENSG00000115468	2
3769	ENSG00000115474	2
10575	ENSG00000115484	2
2677	ENSG00000115486	2
4759	ENSG00000115488	2
23301	ENSG00000115504	2
5013	ENSG00000115507	2
10190	ENSG00000115514	2
80219	ENSG00000115520	2
10578	ENSG00000115523	2
23451	ENSG00000115524	2
8869	ENSG00000115525	2
9486	ENSG00000115526	2
79031	ENSG00000115539	2
25843	ENSG00000115540	2
3336	ENSG00000115541	2
55818	ENSG00000115548	2
84812	ENSG00000115556	2
51652	ENSG00000115561	2
7701	ENSG00000115568	2
7850	ENSG00000115590	2
53632	ENSG00000115592	2
150572	ENSG00000115593	2
3554	ENSG00000115594	2
7475	ENSG00000115596	2
8808	ENSG00000115598	2
9173	ENSG00000115602	2
8809	ENSG00000115604	2
8807	ENSG00000115607	2
6549	ENSG00000115616	2
2274	ENSG00000115641	2
79083	ENSG00000115648	2
27013	ENSG00000115649	2
80146	ENSG00000115652	2
10058	ENSG00000115657	2
8576	ENSG00000115661	2
60482	ENSG00000115665	2
3069	ENSG00000115677	2
5510	ENSG00000115685	2
23178	ENSG00000115687	2
10494	ENSG00000115694	2
7173	ENSG00000115705	2
5624	ENSG00000115718	2
3398	ENSG00000115738	2
9014	ENSG00000115750	2
3241	ENSG00000115756	2
4953	ENSG00000115758	2
57448	ENSG00000115760	2
79954	ENSG00000115761	2
55041	ENSG00000115762	2
26003	ENSG00000115806	2
6801	ENSG00000115808	2
10153	ENSG00000115816	2
23683	ENSG00000115825	2
80067	ENSG00000115827	2
25797	ENSG00000115828	2
22930	ENSG00000115839	2
8604	ENSG00000115840	2
151393	ENSG00000115841	2
1746	ENSG00000115844	2
3938	ENSG00000115850	2
1615	ENSG00000115866	2
6432	ENSG00000115875	2
6382	ENSG00000115884	2
5334	ENSG00000115896	2
6509	ENSG00000115902	2
6654	ENSG00000115904	2
8942	ENSG00000115919	2
7456	ENSG00000115935	2
4999	ENSG00000115942	2
9167	ENSG00000115944	2
56902	ENSG00000115946	2
5000	ENSG00000115947	2
5341	ENSG00000115956	2
390	ENSG00000115963	2
1386	ENSG00000115966	2
63892	ENSG00000115970	2
22848	ENSG00000115977	2
66008	ENSG00000115993	2
54980	ENSG00000115998	2
7072	ENSG00000116001	2
51449	ENSG00000116005	2
84634	ENSG00000116014	19
2034	ENSG00000116016	2
1820	ENSG00000116017	19
7341	ENSG00000116030	2
50489	ENSG00000116031	2
116444	ENSG00000116032	19
25806	ENSG00000116035	2
525	ENSG00000116039	2
4780	ENSG00000116044	2
2956	ENSG00000116062	2
65977	ENSG00000116095	2
6697	ENSG00000116096	2
2043	ENSG00000116106	2
117583	ENSG00000116117	2
10056	ENSG00000116120	2
7840	ENSG00000116127	2
607	ENSG00000116128	1
5396	ENSG00000116132	1
1718	ENSG00000116133	1
23341	ENSG00000116138	1
4139	ENSG00000116141	1
7143	ENSG00000116147	1
79906	ENSG00000116151	1
2882	ENSG00000116157	1
27101	ENSG00000116161	1
6342	ENSG00000116171	1
25823	ENSG00000116176	16
60676	ENSG00000116183	1
55103	ENSG00000116191	1
9068	ENSG00000116194	1
9731	ENSG00000116198	1
9917	ENSG00000116199	1
127428	ENSG00000116205	1
9528	ENSG00000116209	1
115353	ENSG00000116212	1
49856	ENSG00000116213	1
7827	ENSG00000116218	1
51253	ENSG00000116221	1
23463	ENSG00000116237	1
6146	ENSG00000116251	1
26038	ENSG00000116254	1
5768	ENSG00000116260	1
6814	ENSG00000116266	1
148479	ENSG00000116273	1
54206	ENSG00000116285	1
11315	ENSG00000116288	1
57535	ENSG00000116299	1
4985	ENSG00000116329	1
271	ENSG00000116337	1
6429	ENSG00000116350	1
51102	ENSG00000116353	1
3749	ENSG00000116396	1
80267	ENSG00000116406	1
79084	ENSG00000116455	1
515	ENSG00000116459	1
5906	ENSG00000116473	1
3065	ENSG00000116478	1
829	ENSG00000116489	1
64766	ENSG00000116497	1
127544	ENSG00000116514	1
10067	ENSG00000116521	1
